,e.ap.1,e.ap.2,e.b.1,e.b.2,e.p.ap.1,e.p.ap.2,e.p.b.1,e.p.b.1.rep,e.p.b.2,e.p.b.2.rep,e.p.pr.l.1,e.p.pr.l.2,e.pr.l.1,e.pr.l.2,pname,gene
Q9QYY8,1,1,258545.8077,1,1359896.271,1,1,1367295.086,1,1,253345.5422,361236.1772,475661.8802,1,Spastin,Spast
Q3UMC0;Q9D3R6,48347943.93,40996995.16,27705235.94,39333953.56,44727627.36,53491680.04,53096415.78,36487847.03,44380901.39,34354666.52,74187618.4,59854093.46,52542428.61,55384224.74,Spermatogenesis-associated protein 5,Spata5
Q8K1N4,2934679.473,1,1,3452448.212,3426290.605,4461394.346,5371573.233,3042593.842,7921458.927,1,7634263.575,10270543.11,4489289.835,6898073.058,Spermatogenesis-associated serine-rich protein 2,Spats2
Q91WJ7,1,1,1853603.116,1842839.485,1,1,768480.4248,2152099.093,961721.5641,1,1,1,1,1,SPATS2-like protein,Spats2l
Q9D958,202638122.9,142259192.1,116192757,150881798.1,117629677.5,120447567.2,117064991.6,53322171.11,56935065.35,28426110.54,275927372.9,212454575.8,191419454.3,173718949.7,Signal peptidase complex subunit 1,Spcs1
Q9CYN2,10248191.67,66339082.76,38008854.13,50046013.45,81869775.51,47356157.08,64738536.91,62287887.26,41819990.15,41920311.67,131156386.2,162359844.5,81787274.31,93912975.61,Signal peptidase complex subunit 2,Spcs2
Q9D365,3240929.413,1196349.043,1,1,4836811.737,650416.8629,11716155.86,8961041.642,11812859.36,1,1450968.594,1776603.28,4598753.228,5695217.58,Signal peptidase complex subunit 3,Spcs3
Q5SXY1,934285.9412,848914.3431,2387836.493,2056593.771,1102796.976,605272.1684,2581107.956,1481166.226,6639432.747,334259.2099,1842245.071,270246.9728,3692118.332,3250262.268,Cytospin-B,Specc1
Q2KN98,1,1,4746739.439,2342776.19,1050222.12,2356287.677,1584149.938,1701055.323,5589849.535,1005503.988,4211454.11,1126345.213,2362820.703,5261296.241,Cytospin-A,Specc1l
Q62504,304531.55,202753.0321,417592.9691,161447.7845,26649.67693,222133.7029,452583.9184,231827.8035,85985.9491,161504.8978,387182.5997,359474.0008,64273.13144,155828.8104,Msx2-interacting protein,Spen
Q8R1X6,23013706.05,21924764.04,8775708.548,11160018.76,6692456.649,10774451.46,9321937.296,8691789.687,8476539.915,10490110.66,1597251.04,3610414.892,7055300.41,4458541.763,Spartin,Spg20
Q9CQC8,4352232.997,2844911.655,4064999.564,1,3980389.086,1414718.906,1815009.518,952712.5181,338007.0774,3232200.056,1,3166925.512,3515040.816,1897995.64,Maspardin,Spg21
Q8CI15,1,1,2686015.801,1,1,1,1,2026401.436,6178585.394,3374951.683,15487140.23,6091738.97,3024863.246,6619579.425,Sphingosine kinase 1,Sphk1
Q9JIA7,1375158.74,2545912.855,1,1,6824306.288,5440815.128,1,1695352.417,1,1,4001356.294,5976423.744,6117042.756,7296897.819,Sphingosine kinase 2,Sphk2
Q61142,13261964.13,1,18597173.75,20772875.23,28725671.23,6791041.613,41124679.18,42015458.79,49154059.41,31799660.82,7788848.406,9575157.353,4610220.822,4186247.006,Spindlin-1,Spin1
Q8BMS2,1,1,9494789.076,9689788.54,1,1,9309705.473,1,1,7837644.012,1,1,1,1,Spondin-2,Spon2
Q64105,104150000,264450000,190430000,223290000,213440000,197200000,233660000,220650000,252620000,142170000,220530000,170240000,120470000,135050000,Sepiapterin reductase,Spr
Q62266,1,1,475263.5331,592802.9599,1,1,1,1,1,1,37732454.16,55720716.53,97961049.11,171681524.9,Cornifin-A,Sprr1a
O70557;O70560;O70556;O70558;O70554,1,1,1,1,1,1,1,1,1,1,32290871.61,84714259.05,1,5601778.636,Small proline-rich protein 2F,Sprr2f
Q91WK1,4070699.617,1,11719724.24,1,8090227.816,11187943.54,18799669.4,15101014.62,11790422.78,9035840.403,4387982.127,24277099.86,25673509.43,1131067.021,SPRY domain-containing protein 4,Spryd4
Q3TFQ1,1,4269544.988,4531757.726,4141063.244,4475987.727,6761521.159,6383788.841,1,4971497.391,3221880.661,8445015.161,5926503.733,6438234.662,5418547.146,SPRY domain-containing protein 7,Spryd7
P16546;REV__Q6NZJ6,1190100000,1384700000,590440000,486170000,1288200000,1227700000,748260000,747670000,712830000,720970000,1430800000,1335100000,1261700000,1278600000,"Spectrin alpha chain, non-erythrocytic 1",Sptan1
Q62261;P15508,1505500000,1935600000,1.10E+09,1040900000,2220400000,2038800000,1741600000,1728400000,1794500000,1543400000,2070300000,2002500000,2215900000,2261100000,"Spectrin beta chain, non-erythrocytic 1",Sptbn1
O35704,249872.6446,8919336.97,2813541.773,1,21661440.6,27184532.48,5336615.968,15480585.08,16294790.57,8809705.518,25784880.79,28253228.75,23988120.68,23599942.43,Serine palmitoyltransferase 1,Sptlc1
P97363,1225140.995,3400447.886,3263158.174,1,7815728.569,5417466.197,3454138.285,6097902.359,5372663.441,4403578.76,6896219.26,8547304.322,12115438.12,11754619.14,Serine palmitoyltransferase 2,Sptlc2
Q68FG3,967947.541,340684.431,164899.3807,1,165029.5475,1,1467883.234,989734.662,1471480.661,2730053.211,1802125.067,1948577.718,790022.8731,980653.1112,Protein SPT2 homolog,Spty2d1
Q9R112,15605800.14,6496725.395,1422329.492,2600595.995,8174227.586,5488541.576,1096422.059,1,884584.6022,1197623.091,124701159.5,88148755.82,143131453.3,251961530.7,"Sulfide:quinone oxidoreductase, mitochondrial",Sqrdl
Q64337,4312686.503,13483253.56,11680418.29,15152695.63,1,2347133.25,14606728.96,19091646.47,7059445.524,17460798.12,21053995.45,20577527.83,32546122.63,43046637.75,Sequestosome-1,Sqstm1
Q80VJ2,2677862.652,37263933.23,1718652.686,1,5649884.508,9857157.353,8211416.451,6226918.921,1,5583302.159,48766273.97,22963205.16,11938211.67,35653110.39,Steroid receptor RNA activator 1,Sra1
Q497V5,14207000,16479000,10236000,8669100,32556000,22821000,16283000,20681000,38301000,14190000,16089000,27731000,9578700,12321000,S1 RNA-binding domain-containing protein 1,Srbd1
P05480;Q62270;Q62190;P16056,2946213.867,6163839.157,14390345.21,8965142.034,8865725.69,7462297.654,10782030.79,5159727.577,4118548.367,8096902.88,5593547.301,3822425.18,8361414.636,8503855.494,Neuronal proto-oncogene tyrosine-protein kinase Src,Src
Q8BZX4,9816004.975,31346560.53,12878157.95,18016954.37,47989368.41,58541014.86,31684286.32,41709278.18,34088344.69,19750174.95,43987899.64,37268782.78,29041804.76,20588929.44,Splicing regulatory glutamine/lysine-rich protein 1,Srek1
Q91Z69;Q91Z67,1,1,1,1,1,1,1,53256727.93,1,1,615751.9926,1,1,1,SLIT-ROBO Rho GTPase-activating protein 1;SLIT-ROBO Rho GTPase-activating protein 2,Srgap1;Srgap2
Q6P069,755460000,374110000,185570000,156540000,183400000,230310000,146050000,169590000,157500000,147480000,418470000,321110000,420270000,423190000,Sorcin,Sri
Q64674,76236000,149090000,121240000,157270000,191380000,163970000,196320000,214800000,232070000,128420000,277650000,232200000,116050000,138990000,Spermidine synthase,Srm
P16254,74166155.58,9399068.771,42495191.65,1,7844978.489,11666236.61,9996618.946,93953039.11,63980151.46,57137596.93,51024457.04,101871766.9,15215163.4,9936889.833,"Signal recognition particle 14 kDa protein;Signal recognition particle 14 kDa protein, N-terminally processed",Srp14
Q9D7A6,18314735.04,33865662.85,1,30888468.16,66214318.44,36432560.46,45554530.73,63143323.16,29410766.5,43810926.71,84558229.99,76811921.27,57601077.02,67668027.37,Signal recognition particle 19 kDa protein,Srp19
P14576,27479000,61100000,45031000,44648000,81317000,66212000,62199000,70616000,48929000,41606000,108510000,115640000,80816000,89081000,Signal recognition particle 54 kDa protein,Srp54
Q8BMA6,34447000,80948000,53217000,44119000,105880000,78389000,70695000,85198000,73011000,52462000,149940000,139860000,107340000,103370000,Signal recognition particle subunit SRP68,Srp68
P49962,27326000,35158000,19024000,26834000,35243000,42863000,27036000,22207000,25583000,31739000,42666000,43157000,35272000,31854000,Signal recognition particle 9 kDa protein,Srp9
O70551;Q9Z0G2,1860380.108,2776592.402,7698616.321,2724271.595,21286441.63,21232098.05,9858849.983,9369594.089,4417583.105,5578397.262,15699039.35,18205828.09,15592452.19,8379877.968,SRSF protein kinase 1,Srpk1
O54781,1016603.853,2376611.76,2287169.586,2374425.458,2414618.379,2672989.692,2966024.138,5977299.921,9698436.061,4133363.497,1,4081859.478,1233486.133,1,SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal,Srpk2
Q9DBG7,27136428.14,17262179.21,10070512.07,2074974.692,22587688.06,10865995.73,9500264.412,11596064.69,12871865.93,11797234,39938235.59,55920396.58,70915399.91,35770706.72,Signal recognition particle receptor subunit alpha,Srpr
P47758,130140000,56277000,34545000,34269000,40893000,46102000,41266000,52919000,60952000,44339000,96642000,93902000,95249000,77688000,Signal recognition particle receptor subunit beta,Srprb
Q52KI8,81594000,79822000,54395000,71134000,84130000,96724000,84315000,80702000,80537000,74476000,81344000,78282000,79893000,100760000,Serine/arginine repetitive matrix protein 1,Srrm1
Q8BTI8,402290000,217870000,221910000,212380000,200940000,269740000,256310000,250560000,258640000,297040000,255440000,232650000,232870000,253630000,Serine/arginine repetitive matrix protein 2,Srrm2
Q99MR6,258960000,156070000,148300000,144110000,132820000,147110000,145710000,128530000,129150000,132590000,142920000,141280000,133950000,121650000,Serrate RNA effector molecule homolog,Srrt
Q6PDM2,349250000,339410000,279940000,273850000,353410000,323150000,344130000,340300000,300390000,311100000,295690000,271020000,235620000,273640000,Serine/arginine-rich splicing factor 1,Srsf1
Q9R0U0,77273000,94201000,74630000,59042000,107970000,101020000,1.22E+08,128360000,87982000,140060000,91920000,119010000,84072000,98349000,Serine/arginine-rich splicing factor 10,Srsf10
Q62093,183560000,173460000,147690000,147470000,181370000,229150000,220440000,214690000,162440000,143310000,165190000,177240000,139280000,177740000,Serine/arginine-rich splicing factor 2,Srsf2
P84104,491950000,270490000,244520000,311080000,230320000,239130000,235470000,208700000,217670000,306590000,243790000,220690000,214500000,234010000,Serine/arginine-rich splicing factor 3,Srsf3
Q8VE97,256050000,92627000,127350000,88727000,77931000,98027000,102440000,89570000,106190000,117140000,96351000,86223000,77424000,78752000,Serine/arginine-rich splicing factor 4,Srsf4
O35326,64865000,144090000,73415000,126210000,156170000,158230000,148310000,119480000,128970000,140760000,110540000,162710000,121450000,152330000,Serine/arginine-rich splicing factor 5,Srsf5
Q8BL97,701280000,576840000,453420000,400320000,525670000,650090000,600080000,556840000,414310000,712500000,612150000,519250000,451250000,472720000,Serine/arginine-rich splicing factor 7,Srsf7
Q9D0B0,26228000,23790000,35580000,37098000,22672000,33220000,40054000,35710000,39615000,37045000,23731000,24178000,24721000,26698000,Serine/arginine-rich splicing factor 9,Srsf9
Q9D975,1,1,1,1,1,1,1,1,1,1,18062189.45,4203115.185,3031217.584,1,Sulfiredoxin-1,Srxn1
Q62280,43117449.19,35739678.99,26943137.24,31912200.24,42386133.78,45516014.48,56345574.45,50741839.87,76840799.11,36862534.24,41623275.75,57218316.87,27854834.37,33519056.07,Protein SSXT,Ss18
P32067,328230000,356890000,317940000,339700000,544230000,419230000,387940000,455260000,398310000,332180000,327660000,358930000,327660000,355560000,Lupus La protein homolog,Ssb
Q9CYR0,25837000,11336000,12668000,9795300,20128000,16165000,14948000,23349000,10631000,9558400,18408000,15832000,12489000,18396000,"Single-stranded DNA-binding protein, mitochondrial",Ssbp1
Q9D032;Q9CYZ8,8288521.611,20487610.05,16781457.2,21463072.73,18699698.72,23691450.17,25131247.67,20192026.85,27518465.34,24141013.72,45168574.04,27303750.14,16533688.44,1,Single-stranded DNA-binding protein 3;Single-stranded DNA-binding protein 2,Ssbp3;Ssbp2
Q8K330,11399277.14,14363374.28,9018641.159,2101267.93,6408207.429,313544.252,7941028.767,8265474.091,2559879.156,6861123.509,16740685.66,4001588.1,7007642.878,633561.6196,Protein phosphatase Slingshot homolog 3,Ssh3
Q9CY50,72112000,122010000,96309000,76552000,109860000,101350000,132730000,177890000,120180000,108880000,121810000,112230000,105130000,113460000,Translocon-associated protein subunit alpha,Ssr1
Q62186,64960000,99489000,77807000,93044000,114050000,98926000,109340000,129700000,83647000,69617000,133510000,137120000,123060000,118660000,Translocon-associated protein subunit delta,Ssr4
Q08943,89340000,113250000,93495000,90411000,215360000,200180000,162760000,181310000,150670000,127250000,122420000,126860000,86608000,92679000,FACT complex subunit SSRP1,Ssrp1
P56873,10994631.76,20478083.46,1,1,39695141.15,24598664.13,17868763.23,33921071.87,7700682.98,21843992.89,19888059.01,13422991.82,6216825.713,22553426.26,Sjoegren syndrome/scleroderma autoantigen 1 homolog,Sssca1
Q9CY97,23989186.26,32651703.22,7004320.379,11651556.24,33950906.91,40588052.96,28166027.53,18277346.28,28223422.68,23893220.84,22725935.2,11347816.95,32561015.61,19892011.66,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,Ssu72
Q99L47,504090000,278820000,246510000,223900000,262940000,307800000,226810000,210990000,249810000,227910000,291870000,241420000,286250000,278990000,Hsc70-interacting protein,St13
P56677,5612306.73,14888697.62,1,1,6567956.99,7276534.796,583689.7562,1115385.574,1,1,6000315.013,4642261.524,3704975.937,3976214.492,Suppressor of tumorigenicity 14 protein homolog,St14
Q924W7,1,1,570198.3219,2329507.843,1,167927.1547,1274105.394,1215794.116,695758.3451,1619253.176,1,1,1,1,Suppression of tumorigenicity 5 protein,St5
Q9D3E6,2865943.899,3809002.458,4431200.003,4881290.928,4756036.959,4328089.439,8314421.283,7107129.741,6554622.475,3018996.264,833055.0334,459533.6713,1,44819.24289,Cohesin subunit SA-1,Stag1
O35638,45649000,27605000,35127000,33326000,54284000,45857000,39672000,46448000,40612000,34819000,34658000,33512000,29082000,29224000,Cohesin subunit SA-2,Stag2
P70297,31306000,37456000,42169000,38020000,45422000,39666000,50849000,61356000,39617000,35267000,49032000,45663000,52044000,52795000,Signal transducing adapter molecule 1,Stam
O88811,68186000,55530000,82977000,116920000,35979000,40007000,41348000,36791000,73043000,50871000,37377000,50903000,69136000,65939000,Signal transducing adapter molecule 2,Stam2
Q8R0L1,1,1,1,1,1,1,1,1,1,1,296052.8768,164251.8129,1711600.391,2442539.573,Signal-transducing adaptor protein 2,Stap2
Q9JMD3,62563496.46,98217771.33,16887364.9,8903547.69,87179760.95,57577228.6,12648993.37,23585255.92,13373547.86,2246188.257,151326104,128184604.8,127434253.8,172274064.6,PCTP-like protein,Stard10
Q9EPQ7,14783798,31112478.63,57243657.74,53953480.75,48074118.18,49609791.75,47930723.45,76559175.81,44642063.18,48349549.4,2836238.634,3722585.157,1,1,StAR-related lipid transfer protein 5,Stard5
P42225,18050000,37580000,18293000,23405000,65548000,55757000,33005000,31590000,23579000,26060000,31751000,47415000,57970000,68318000,Signal transducer and activator of transcription 1,Stat1
P42227,175070000,321930000,231110000,225850000,376220000,304040000,191460000,239520000,191130000,185800000,182290000,185350000,229170000,219240000,Signal transducer and activator of transcription 3,Stat3
P42230,363910000,690350000,278030000,252720000,872430000,761530000,426450000,473020000,380800000,366200000,835890000,603810000,490750000,411210000,Signal transducer and activator of transcription 5A,Stat5a
P42232,64562000,43964000,12845000,12135000,39278000,38066000,11301000,18147000,11080000,9127700,39005000,34726000,24743000,31652000,Signal transducer and activator of transcription 5B,Stat5b
P52633,8081844.096,5172665.622,2010062.635,4120491.22,5401485.189,6074733.451,967537.2626,4210988.395,6017490.75,4144128.792,2195628.615,3676908.347,4050939.831,5707524.173,Signal transducer and transcription activator 6,Stat6
Q9Z108,11201000,12863000,15942000,19808000,18974000,19029000,30725000,18886000,30039000,16660000,18272000,17844000,14806000,12757000,Double-stranded RNA-binding protein Staufen homolog 1,Stau1
O88452,1,1,1,1,3220941.168,1,1,1,1,1,2145355.793,5751783.694,26713535.77,22116314.32,Stanniocalcin-2,Stc2
Q923B6,29991779.23,46542830.88,1,1,7775228.68,6133774.359,1,1,1,1,2962166.319,1,1,1,Metalloreductase STEAP4,Steap4
P70302;P83093,18056000,29432000,131700000,118540000,18057000,14054000,81756000,77751000,93174000,85289000,69291000,61564000,88770000,79845000,Stromal interaction molecule 1,Stim1
Q60864,613450000,631710000,556100000,530920000,724550000,758290000,689090000,618750000,615690000,644220000,928010000,957250000,839860000,1036500000,Stress-induced-phosphoprotein 1,Stip1
O88697,1,1,1,1,1,523376.0514,1,457499.2731,1,1,1291110.848,1,1,1,Serine/threonine-protein kinase 16,Stk16
Q99KH8;Q9Z2W1,45125000,76072000,53212000,75459000,62580000,52976000,63617000,57736000,97790000,51273000,32433000,35890000,48834000,56305000,Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 35 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit,Stk24
Q9JI10,2581821.165,3381939.084,2154512.003,4285189.141,2847142.193,4479188.906,7333944.039,1801510.61,2269908.796,5938493.179,6267563.365,4121146.527,9619374.898,9349363.986,Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,Stk3
Q91VJ4,1,8668515.492,1961148.564,11264826.53,8824475.803,9580467.382,12092123.5,10564399.64,8430320.561,5338757.984,1,2384329.496,4496339.178,1281116.291,Serine/threonine-protein kinase 38,Stk38
Q9Z1W9,32171544.36,45562953.16,22438238.58,18183721.67,45297625.79,35974839.14,21123072.14,23139307.37,9212908.47,16736529.48,1,1736417.671,1460852.274,3474378.994,STE20/SPS1-related proline-alanine-rich protein kinase,Stk39
Q9JI11,866021.1584,1,1,894943.9128,1357196.279,1,478978.9066,1,1,1,3598191.195,3715346.756,3741711.951,719571.0279,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,Stk4
P54227,58733000,74667000,75548000,82917000,340490000,374290000,232790000,231540000,186060000,160470000,92218000,88855000,72271000,70107000,Stathmin,Stmn1
P54116,15086987.79,1,7748403.859,8627103.508,1,1,1,1,1,1,1,1,1037990.967,690035.2057,Erythrocyte band 7 integral membrane protein,Stom
Q99JB2,28739000,64012000,66673000,54095000,123310000,90695000,89179000,104330000,52988000,48284000,73063000,74687000,76246000,97065000,"Stomatin-like protein 2, mitochondrial",Stoml2
Q9Z1Z2,78099000,94645000,101940000,110360000,125640000,128320000,128050000,124660000,130570000,105520000,121210000,141560000,132290000,127250000,Serine-threonine kinase receptor-associated protein,Strap
Q91WM1,3380283.728,8091068.106,2581199.933,1648318.216,12110216.79,12655737.55,9564642.432,6026382.309,6970596.667,9107184.366,11733217.92,10361896.73,4472510.413,2413505.131,Spermatid perinuclear RNA-binding protein,Strbp
